2019-6-20,19:57:25,15.90,58,0,100,0,0
2019-6-20,23:49:30,14.40,60,42,0,0
2019-6-20,23:54:31,14.40,60,42,0,0
2019-6-20,23:59:33,14.40,60,42,0,0
2019-6-21,0:4:34,14.40,60,42,0,0
2019-6-21,0:9:35,14.40,60,41,0,0
2019-6-21,0:14:36,14.40,61,41,0,0
2019-6-21,0:19:37,14.40,61,41,0,0
2019-6-21,0:24:39,14.40,61,41,0,0
2019-6-21,0:29:40,14.40,61,41,0,0
2019-6-21,0:34:41,14.40,61,41,0,0
2019-6-21,0:39:42,14.40,62,41,0,0
2019-6-21,0:44:44,14.30,62,41,0,0
2019-6-21,0:49:45,14.40,62,41,0,0
2019-6-21,0:54:46,14.40,62,41,0,0
2019-6-21,0:59:47,14.40,62,41,0,0
2019-6-21,1:4:48,14.40,63,41,0,0
2019-6-21,1:9:50,14.40,63,41,0,0
2019-6-21,1:14:51,14.50,63,41,0,0
2019-6-21,1:19:52,14.50,64,41,0,0
2019-6-21,1:24:53,14.60,65,40,0,0
2019-6-21,1:29:55,14.60,65,40,0,0
2019-6-21,1:34:56,14.70,64,40,0,0
2019-6-21,1:39:57,14.70,65,40,0,0
2019-6-21,1:44:58,14.80,65,40,0,0
2019-6-21,1:49:59,14.90,65,40,0,0
2019-6-21,1:55:1,15.00,65,40,0,0
2019-6-21,2:0:2,15.10,64,40,0,0
2019-6-21,2:5:3,15.10,64,40,0,0
2019-6-21,2:10:4,15.20,64,40,0,0
2019-6-21,2:15:5,15.20,64,40,0,0
2019-6-21,2:20:7,15.30,64,40,0,0
2019-6-21,2:25:8,15.30,64,40,0,0
2019-6-21,2:30:9,15.40,63,40,0,0
2019-6-21,2:35:10,15.40,64,40,0,0
2019-6-21,2:40:11,15.40,63,40,0,0
2019-6-21,2:45:13,15.40,64,40,0,0
2019-6-21,2:50:14,15.40,64,40,0,0
2019-6-21,2:55:15,15.50,64,40,0,0
2019-6-21,3:0:16,15.60,64,40,0,0
2019-6-21,3:5:18,15.60,64,40,0,0
2019-6-21,3:10:19,15.70,64,39,0,0
2019-6-21,3:15:20,15.70,64,40,0,0
2019-6-21,3:20:21,15.80,64,40,0,0
2019-6-21,3:25:22,15.80,64,40,0,0
2019-6-21,3:30:24,15.80,64,39,0,0
2019-6-21,3:35:25,15.90,64,40,0,0
2019-6-21,3:40:26,15.90,64,40,0,0
2019-6-21,3:45:27,15.90,64,40,0,0
2019-6-21,3:50:28,15.90,63,40,0,0
2019-6-21,3:55:30,15.90,64,40,0,0
2019-6-21,4:0:31,15.90,63,40,0,0
2019-6-21,4:5:32,15.90,63,39,0,0
2019-6-21,4:10:33,15.90,63,39,0,0
2019-6-21,4:15:34,15.90,63,40,0,0
2019-6-21,4:20:36,15.90,63,40,0,0
2019-6-21,4:25:37,15.90,63,40,0,0
2019-6-21,4:30:38,15.90,63,40,0,0
2019-6-21,4:35:39,15.80,63,39,0,0
2019-6-21,4:40:41,15.80,63,40,0,0
2019-6-21,4:45:42,15.80,63,40,0,0
2019-6-21,4:50:43,15.80,63,40,0,0
2019-6-21,4:55:44,15.80,63,40,0,0
2019-6-21,5:0:45,15.70,63,39,0,0
2019-6-21,5:5:47,15.70,63,40,0,0
2019-6-21,5:10:48,15.70,63,40,0,0
2019-6-21,5:15:49,15.70,64,40,0,0
2019-6-21,5:20:50,15.60,64,40,0,0
2019-6-21,5:25:51,15.70,64,39,0,0
2019-6-21,5:30:53,15.70,64,39,0,0
2019-6-21,5:35:54,15.60,64,40,0,0
2019-6-21,5:40:55,15.60,64,40,0,0
2019-6-21,5:45:56,15.60,64,40,0,0
2019-6-21,5:50:58,15.60,64,39,0,0
2019-6-21,5:55:59,15.60,64,39,0,0
2019-6-21,6:1:0,15.60,64,39,0,0
2019-6-21,6:6:1,15.60,64,39,0,0
2019-6-21,6:11:2,15.60,64,39,0,0
2019-6-21,6:16:4,15.60,64,40,0,0
2019-6-21,6:21:5,15.40,65,49,0,0
2019-6-21,6:26:6,15.40,65,50,0,0
2019-6-21,6:31:7,15.40,65,51,0,0
2019-6-21,6:36:8,15.40,65,51,0,0
2019-6-21,6:41:10,15.50,65,52,0,0
2019-6-21,6:46:11,15.50,65,52,0,0
2019-6-21,6:51:12,15.60,65,52,0,0
2019-6-21,6:56:13,15.60,65,52,0,0
2019-6-21,7:1:14,15.60,65,52,0,0
2019-6-21,7:6:16,15.60,65,52,0,0
2019-6-21,7:11:17,15.60,65,52,0,0
2019-6-21,7:16:18,15.60,65,52,0,0
2019-6-21,7:21:19,15.60,65,53,0,0
2019-6-21,7:26:21,15.60,65,52,0,0
2019-6-21,7:31:22,15.60,65,53,0,0
2019-6-21,7:36:23,15.60,65,53,0,0
2019-6-21,7:41:24,15.60,65,53,0,0
2019-6-21,7:46:25,15.70,65,53,0,0
2019-6-21,7:51:27,15.70,65,53,0,0
2019-6-21,7:56:28,15.70,65,52,0,0
2019-6-21,8:1:29,15.70,65,53,0,0
2019-6-21,8:6:30,15.70,65,53,0,0
2019-6-21,8:11:31,15.70,65,53,0,0
2019-6-21,8:16:33,15.70,65,53,0,0
2019-6-21,8:21:34,15.70,65,53,0,0
2019-6-21,8:26:35,15.70,65,53,0,0
2019-6-21,8:31:36,15.70,65,53,0,0
2019-6-21,8:36:37,15.80,65,53,0,0
2019-6-21,8:41:39,15.80,65,53,0,0
2019-6-21,8:46:40,15.80,65,53,0,0
2019-6-21,8:51:41,15.70,65,53,0,0
2019-6-21,8:56:42,15.70,65,53,0,0
2019-6-21,9:1:44,15.70,65,53,0,0
2019-6-21,9:6:45,15.80,65,53,0,0
2019-6-21,9:11:46,15.80,65,53,0,0
2019-6-21,9:16:47,15.80,65,53,0,0
2019-6-21,9:21:48,15.90,66,53,0,0
2019-6-21,9:26:50,16.00,67,53,0,0
2019-6-21,9:31:51,16.10,67,53,0,0
2019-6-21,9:36:52,16.10,67,53,0,0
2019-6-21,9:41:53,16.30,67,53,0,0
2019-6-21,9:46:54,16.30,66,53,0,0
2019-6-21,9:51:56,16.40,66,53,0,0
2019-6-21,9:56:57,16.50,66,53,0,0
2019-6-21,10:1:58,16.50,66,53,0,0
2019-6-21,10:6:59,16.60,66,53,0,0
2019-6-21,10:12:0,16.60,66,53,0,0
2019-6-21,10:17:2,16.60,65,53,0,0
2019-6-21,10:22:3,16.60,65,53,0,0
2019-6-21,10:27:4,16.60,65,53,0,0
2019-6-21,10:32:5,16.60,65,53,0,0
2019-6-21,10:37:6,16.60,65,53,0,0
2019-6-21,10:42:8,16.60,65,53,0,0
2019-6-21,10:47:9,16.60,65,53,0,0
2019-6-21,10:52:10,16.60,65,53,0,0
2019-6-21,10:57:11,16.60,65,53,0,0
2019-6-21,11:2:13,16.60,65,53,0,0
2019-6-21,11:7:14,16.60,65,54,0,0
2019-6-21,11:12:15,16.60,65,53,0,0
2019-6-21,11:17:16,16.60,65,54,0,0
2019-6-21,11:22:17,16.50,65,54,0,0
2019-6-21,11:27:19,16.50,65,53,0,0
2019-6-21,11:32:20,16.50,65,53,0,0
2019-6-21,11:37:21,16.40,65,53,0,0
2019-6-21,11:42:22,16.40,65,53,0,0
2019-6-21,11:47:23,16.40,65,54,0,0
2019-6-21,11:52:25,16.30,65,54,0,0
2019-6-21,11:57:26,16.30,65,54,0,0
2019-6-21,12:2:27,16.30,65,54,0,0
2019-6-21,12:7:28,16.30,66,54,0,0
2019-6-21,12:12:29,16.30,66,54,0,0
2019-6-21,12:17:31,16.20,66,54,0,0
2019-6-21,12:22:32,16.20,66,54,0,0
2019-6-21,12:27:33,16.20,66,54,0,0
2019-6-21,12:32:34,16.20,66,54,0,0
2019-6-21,12:37:35,16.10,66,54,0,0
2019-6-21,12:42:37,16.10,66,54,0,0
2019-6-21,12:47:38,16.20,66,54,0,0
2019-6-21,12:52:39,16.20,66,54,0,0
2019-6-21,12:57:40,16.20,66,54,0,0
2019-6-21,13:2:42,16.30,66,54,0,0
2019-6-21,13:7:43,16.40,66,54,0,0
2019-6-21,13:12:44,16.40,66,54,0,0
2019-6-21,13:17:45,16.40,66,54,0,0
2019-6-21,13:22:46,16.40,66,54,0,0
2019-6-21,13:27:48,16.50,66,53,0,0
2019-6-21,13:32:49,16.60,66,54,0,0
2019-6-21,13:37:50,16.60,66,53,0,0
2019-6-21,13:42:51,16.80,66,53,0,0
2019-6-21,13:47:52,16.90,65,53,0,0
2019-6-21,13:52:54,17.00,65,53,0,0
2019-6-21,13:57:55,17.10,65,53,0,0
2019-6-21,14:2:56,17.20,65,53,0,0
2019-6-21,14:7:57,17.20,65,53,0,0
2019-6-21,14:12:58,17.40,65,53,0,0
2019-6-21,14:18:0,17.40,65,53,0,0
2019-6-21,14:23:1,17.60,64,53,0,0
2019-6-21,14:28:2,17.70,64,53,0,0
2019-6-21,14:33:3,17.90,64,52,0,0
2019-6-21,14:38:4,18.00,65,53,0,0
2019-6-21,14:43:6,18.10,64,53,0,0
2019-6-21,14:48:7,18.10,64,53,0,0
2019-6-21,14:53:8,18.20,64,53,0,0
2019-6-21,14:58:9,18.30,63,53,0,0
2019-6-21,15:3:10,18.30,63,53,0,0
2019-6-21,15:8:12,18.30,63,53,0,0
2019-6-21,15:13:13,18.20,62,53,0,0
2019-6-21,15:18:14,18.20,63,53,0,0
2019-6-21,15:23:15,18.20,63,54,0,0
2019-6-21,15:28:16,18.20,62,53,0,0
2019-6-21,15:33:18,18.20,62,53,0,0
2019-6-21,15:38:19,18.20,62,53,0,0
2019-6-21,15:43:20,18.20,62,54,0,0
2019-6-21,15:48:21,18.20,62,54,0,0
2019-6-21,15:53:22,18.20,62,53,0,0
2019-6-21,15:58:24,18.30,62,54,0,0
2019-6-21,16:3:25,18.30,62,53,0,0
2019-6-21,16:8:26,18.30,62,54,0,0
2019-6-21,16:13:27,18.40,62,53,0,0
2019-6-21,16:18:28,18.40,62,53,0,0
2019-6-21,16:23:30,18.40,62,53,0,0
2019-6-21,16:28:31,18.40,61,53,0,0
2019-6-21,16:33:32,18.40,61,53,0,0
2019-6-21,16:38:33,18.50,61,53,0,0
2019-6-21,16:43:34,18.60,61,54,0,0
2019-6-21,16:48:36,18.60,60,53,0,0
2019-6-21,16:53:37,18.60,60,53,0,0
2019-6-21,16:58:38,18.70,60,53,0,0
2019-6-21,17:3:39,18.80,60,53,0,0
2019-6-21,17:8:40,18.90,60,53,0,0
2019-6-21,17:13:42,19.00,60,53,0,0
2019-6-21,17:18:43,19.00,60,53,0,0
2019-6-21,17:23:44,19.10,59,53,0,0
2019-6-21,17:28:45,19.20,59,53,0,0
2019-6-21,17:33:46,19.30,58,53,0,0
2019-6-21,17:38:48,19.40,58,53,0,0
2019-6-21,17:43:49,19.40,58,53,0,0
2019-6-21,17:48:50,19.50,57,53,0,0
2019-6-21,17:53:51,19.60,57,53,0,0
2019-6-21,17:58:52,19.70,57,53,0,0
2019-6-21,18:3:54,19.70,57,53,0,0
2019-6-21,18:8:55,19.70,57,53,0,0
2019-6-21,18:13:56,19.70,56,53,0,0
2019-6-21,18:18:57,19.70,56,53,0,0
2019-6-21,18:23:58,19.70,56,53,0,0
2019-6-21,18:29:0,19.70,56,53,0,0
2019-6-21,18:34:1,19.70,56,53,0,0
2019-6-21,18:39:2,19.70,56,54,0,0
2019-6-21,18:44:3,19.70,55,53,0,0
2019-6-21,18:49:4,19.70,55,53,0,0
2019-6-21,18:54:6,19.70,55,53,0,0
2019-6-21,18:59:7,19.70,55,53,0,0
2019-6-21,19:4:8,19.70,55,53,0,0
2019-6-21,19:9:9,19.70,55,53,0,0
2019-6-21,19:14:10,19.80,55,53,0,0
2019-6-21,19:19:12,20.00,54,53,0,0
2019-6-21,19:24:13,20.20,54,53,0,0
2019-6-21,19:29:14,20.30,54,53,0,0
2019-6-21,19:34:15,20.40,53,53,0,0
2019-6-21,19:39:16,20.60,53,53,0,0
2019-6-21,19:44:17,20.60,53,53,0,0
2019-6-21,19:49:19,20.60,53,53,0,0
2019-6-21,19:54:20,20.50,52,53,0,0
2019-6-21,19:59:21,20.40,53,54,0,0
2019-6-21,20:4:22,20.30,53,54,0,0
2019-6-21,20:9:23,20.30,53,53,0,0
2019-6-21,20:14:25,20.10,53,53,0,0
2019-6-21,20:19:26,20.10,53,54,0,0
2019-6-21,20:24:27,20.00,53,54,0,0
2019-6-21,20:29:28,19.90,53,54,0,0
2019-6-21,20:34:29,19.90,53,54,0,0
2019-6-21,20:39:31,19.70,53,55,0,0
2019-6-21,20:44:32,19.60,54,54,0,0
2019-6-21,20:49:33,19.50,54,55,0,0
2019-6-21,20:54:34,19.50,55,55,0,0
2019-6-21,20:59:35,19.40,55,55,0,0
2019-6-21,21:4:37,19.30,55,55,0,0
2019-6-21,21:9:38,19.20,55,55,0,0
2019-6-21,21:14:39,19.00,55,55,0,0
2019-6-21,21:19:40,19.00,56,55,0,0
2019-6-21,21:24:41,18.90,56,55,0,0
2019-6-21,21:29:43,18.70,56,55,0,0
2019-6-21,21:34:44,18.70,56,55,0,0
2019-6-21,21:39:45,18.50,56,55,0,0
2019-6-21,21:44:46,18.40,57,55,0,0
2019-6-21,21:49:47,18.20,57,55,0,0
2019-6-21,21:54:49,18.10,57,55,0,0
2019-6-21,21:59:50,18.00,58,56,0,0
2019-6-21,22:4:51,17.90,57,55,0,0
2019-6-21,22:9:52,17.70,58,56,0,0
2019-6-21,22:14:53,17.70,58,56,0,0
2019-6-21,22:19:55,17.60,58,56,0,0
2019-6-21,22:24:56,17.50,58,56,0,0
2019-6-21,22:29:57,17.40,59,56,0,0
2019-6-21,22:34:58,17.30,59,56,0,0
2019-6-21,22:39:59,17.20,59,56,0,0
2019-6-21,22:45:1,17.10,60,56,0,0
2019-6-21,22:50:2,17.00,60,56,0,0
2019-6-21,22:55:3,16.90,60,56,0,0
2019-6-21,23:0:4,16.90,60,56,0,0
2019-6-21,23:5:5,16.70,61,56,0,0
2019-6-21,23:10:7,16.70,61,56,0,0
2019-6-21,23:15:8,16.60,61,56,0,0
2019-6-21,23:20:9,16.50,61,56,0,0
2019-6-21,23:25:10,16.40,62,56,0,0
2019-6-21,23:30:11,16.30,62,56,0,0
2019-6-21,23:35:13,16.20,62,56,0,0
2019-6-21,23:40:14,16.10,62,56,0,0
2019-6-21,23:45:15,16.10,63,56,0,0
2019-6-21,23:50:16,16.00,63,56,0,0
2019-6-21,23:55:17,15.90,62,56,0,0
2019-6-22,0:0:19,15.90,62,56,0,0
2019-6-22,0:5:20,15.80,63,56,0,0
2019-6-22,0:10:21,15.70,63,56,0,0
2019-6-22,0:15:22,15.70,63,56,0,0
2019-6-22,0:20:24,15.60,63,57,0,0
2019-6-22,0:25:25,15.60,63,56,0,0
2019-6-22,0:30:26,15.60,63,56,0,0
2019-6-22,0:35:27,15.40,64,56,0,0
2019-6-22,0:40:28,15.40,64,56,0,0
2019-6-22,0:45:30,15.40,64,56,0,0
2019-6-22,0:50:31,15.30,64,56,0,0
2019-6-22,0:55:32,15.30,64,56,0,0
2019-6-22,1:0:33,15.20,64,56,0,0
2019-6-22,1:5:34,15.10,64,56,0,0
2019-6-22,1:10:36,15.10,64,56,0,0
2019-6-22,1:15:37,15.00,64,57,0,0
2019-6-22,1:20:38,14.90,65,57,0,0
2019-6-22,1:25:39,14.80,65,57,0,0
2019-6-22,1:30:40,14.80,65,57,0,0
2019-6-22,1:35:42,14.80,65,57,0,0
2019-6-22,1:40:43,14.80,66,56,0,0
2019-6-22,1:45:44,14.70,66,57,0,0
2019-6-22,1:50:45,14.70,66,57,0,0
2019-6-22,1:55:47,14.70,66,57,0,0
2019-6-22,2:0:48,14.70,66,57,0,0
2019-6-22,2:5:49,14.70,66,57,0,0
2019-6-22,2:10:50,14.70,66,57,0,0
2019-6-22,2:15:51,14.70,66,57,0,0
2019-6-22,2:20:53,14.60,66,57,0,0
2019-6-22,2:25:54,14.60,66,57,0,0
2019-6-22,2:30:55,14.50,66,57,0,0
2019-6-22,2:35:56,14.50,66,57,0,0
2019-6-22,2:40:57,14.50,66,57,0,0
2019-6-22,2:45:59,14.50,67,57,0,0
2019-6-22,2:51:0,14.50,67,57,0,0
2019-6-22,2:56:1,14.40,67,57,0,0
2019-6-22,3:1:2,14.50,67,57,0,0
2019-6-22,3:6:4,14.50,67,57,0,0
2019-6-22,3:11:5,14.50,67,57,0,0
2019-6-22,3:16:6,14.50,67,57,0,0
2019-6-22,3:21:7,14.50,67,57,0,0
2019-6-22,3:26:8,14.50,67,57,0,0
2019-6-22,3:31:10,14.50,68,56,0,0
2019-6-22,3:36:11,14.50,67,57,0,0
2019-6-22,3:41:12,14.50,67,57,0,0
2019-6-22,3:46:13,14.50,67,57,0,0
2019-6-22,3:51:14,14.50,67,57,0,0
2019-6-22,3:56:16,14.40,67,57,0,0
2019-6-22,4:1:17,14.40,67,57,0,0
2019-6-22,4:6:18,14.40,67,58,0,0
2019-6-22,4:11:19,14.30,67,58,0,0
2019-6-22,4:16:21,14.30,67,58,0,0
2019-6-22,4:21:22,14.30,67,58,0,0
2019-6-22,4:26:23,14.20,67,58,0,0
2019-6-22,4:31:24,14.20,67,57,0,0
2019-6-22,4:36:25,14.10,67,58,0,0
2019-6-22,4:41:27,14.10,67,58,0,0
2019-6-22,4:46:28,14.10,67,57,0,0
2019-6-22,4:51:29,14.10,67,58,0,0
2019-6-22,4:56:30,14.10,67,58,0,0
2019-6-22,5:1:31,14.00,68,57,0,0
2019-6-22,5:6:33,14.00,68,58,0,0
2019-6-22,5:11:34,13.90,68,57,0,0
2019-6-22,5:16:35,13.90,68,57,0,0
2019-6-22,5:21:36,13.90,68,57,0,0
2019-6-22,5:26:38,13.90,68,58,0,0
2019-6-22,5:31:39,13.90,68,57,0,0
2019-6-22,5:36:40,13.80,69,58,0,0
2019-6-22,5:41:41,13.80,69,58,0,0
2019-6-22,5:46:42,13.90,69,58,0,0
2019-6-22,5:51:44,13.90,69,58,0,0
2019-6-22,5:56:45,13.90,69,57,0,0
2019-6-22,6:1:46,13.90,69,57,0,0
2019-6-22,6:6:47,13.90,69,58,0,0
2019-6-22,6:11:49,13.80,69,58,0,0
2019-6-22,6:16:50,13.90,69,58,0,0
2019-6-22,6:21:51,13.90,70,58,0,0
2019-6-22,6:26:52,13.90,70,57,0,0
2019-6-22,6:31:53,13.90,70,57,0,0
2019-6-22,6:36:55,13.90,70,57,0,0
2019-6-22,6:41:56,14.00,70,57,0,0
2019-6-22,6:46:57,14.00,70,57,0,0
2019-6-22,6:51:58,14.10,70,57,0,0
2019-6-22,6:56:59,14.10,69,57,0,0
2019-6-22,7:2:1,14.20,69,57,0,0
2019-6-22,7:7:2,14.30,69,57,0,0
2019-6-22,7:12:3,14.30,69,57,0,0
2019-6-22,7:17:4,14.40,69,57,0,0
2019-6-22,7:22:6,14.40,69,57,0,0
2019-6-22,7:27:7,14.50,69,57,0,0
2019-6-22,7:32:8,14.60,69,57,0,0
2019-6-22,7:37:9,14.70,68,56,0,0
2019-6-22,7:42:10,14.70,68,56,0,0
2019-6-22,7:47:12,14.90,68,56,0,0
2019-6-22,7:52:13,14.90,68,56,0,0
2019-6-22,7:57:14,15.00,67,56,0,0
2019-6-22,8:2:15,15.10,67,56,0,0
2019-6-22,8:7:17,15.20,67,56,0,0
2019-6-22,8:12:18,15.40,66,56,0,0
2019-6-22,8:17:19,15.50,66,56,0,0
2019-6-22,8:22:20,15.70,66,56,0,0
2019-6-22,8:27:21,15.80,65,56,0,0
2019-6-22,8:32:23,15.90,65,56,0,0
2019-6-22,8:37:24,16.10,66,56,0,0
2019-6-22,8:42:25,16.20,66,56,0,0
2019-6-22,8:47:26,16.40,65,56,0,0
2019-6-22,8:52:27,16.60,65,56,0,0
2019-6-22,8:57:29,16.70,64,56,0,0
2019-6-22,9:2:30,16.90,64,55,0,0
2019-6-22,9:7:31,17.00,64,56,0,0
2019-6-22,9:12:32,17.10,63,55,0,0
2019-6-22,9:17:33,17.30,63,55,0,0
2019-6-22,9:22:35,17.40,63,55,0,0
2019-6-22,9:27:36,17.60,61,55,0,0
2019-6-22,9:32:37,17.70,61,55,0,0
2019-6-22,9:37:38,17.90,61,55,0,0
2019-6-22,9:42:39,18.00,62,55,0,0
2019-6-22,9:47:41,18.20,61,55,0,0
2019-6-22,9:52:42,18.30,61,55,0,0
2019-6-22,9:57:43,18.40,60,55,0,0
2019-6-22,10:2:44,18.60,59,54,0,0
2019-6-22,10:7:45,18.80,59,55,0,0
2019-6-22,10:12:47,19.00,58,54,0,0
2019-6-22,10:17:48,19.20,57,54,0,0
2019-6-22,10:22:49,19.50,57,54,0,0
2019-6-22,10:27:50,19.70,57,54,0,0
2019-6-22,10:32:51,20.00,56,54,0,0
2019-6-22,10:37:53,20.40,56,54,0,0
2019-6-22,10:42:54,20.70,55,53,0,0
2019-6-22,10:47:55,21.00,56,54,0,0
2019-6-22,10:52:56,21.40,55,53,0,0
2019-6-22,10:57:57,21.70,55,53,0,0
2019-6-22,11:2:59,22.00,55,53,0,0
2019-6-22,11:8:0,22.30,55,53,0,0
2019-6-22,11:13:1,22.60,54,53,0,0
2019-6-22,11:18:2,22.90,53,53,0,0
2019-6-22,11:23:3,23.20,53,52,0,0
2019-6-22,11:28:5,23.50,52,53,0,0
2019-6-22,11:33:6,23.80,51,53,0,0
2019-6-22,11:38:7,24.10,50,52,0,0
2019-6-22,11:43:8,24.40,50,52,0,0
2019-6-22,11:48:9,24.60,49,52,0,0
2019-6-22,11:53:10,24.90,49,52,0,0
2019-6-22,11:58:12,25.10,48,52,0,0
2019-6-22,12:3:13,25.40,47,52,0,0
2019-6-22,12:8:14,25.70,46,52,0,0
2019-6-22,12:13:15,26.00,47,52,0,0
2019-6-22,12:18:16,26.30,46,52,0,0
2019-6-22,12:23:17,26.60,45,52,0,0
2019-6-22,12:28:19,26.90,45,52,0,0
2019-6-22,12:33:20,27.10,44,52,0,0
2019-6-22,12:38:21,27.40,43,52,0,0
2019-6-22,12:43:22,27.60,43,52,0,0
2019-6-22,12:48:23,27.90,43,52,0,0
2019-6-22,12:53:24,28.10,43,51,0,0
2019-6-22,12:58:25,28.30,42,51,0,0
2019-6-22,13:3:27,28.50,41,51,0,0
2019-6-22,13:8:28,28.70,40,51,0,0
2019-6-22,13:13:29,28.90,39,51,0,0
2019-6-22,13:18:30,29.10,39,51,0,0
2019-6-22,13:23:31,29.40,39,50,0,0
2019-6-22,13:28:32,29.50,39,51,0,0
2019-6-22,13:33:34,29.70,38,50,0,0
2019-6-22,13:38:35,29.90,37,50,0,0
2019-6-22,13:43:36,30.10,36,50,0,0
2019-6-22,13:48:37,30.40,35,50,0,0
2019-6-22,13:53:38,30.70,35,50,0,0
2019-6-22,13:58:39,31.00,34,50,0,0
2019-6-22,14:3:40,31.30,34,50,0,0
2019-6-22,14:8:41,31.40,33,50,0,0
2019-6-22,14:13:43,31.70,31,50,0,0
2019-6-22,14:18:44,31.90,31,50,0,0
2019-6-22,14:23:45,32.10,31,50,0,0
2019-6-22,14:28:46,32.30,31,50,0,0
2019-6-22,14:33:47,32.60,31,50,0,0
2019-6-22,14:38:48,32.80,29,50,0,0
2019-6-22,14:43:49,33.00,30,50,0,0
2019-6-22,14:48:51,33.10,28,50,0,0
2019-6-22,14:53:52,33.40,28,50,0,0
2019-6-22,14:58:53,33.40,28,49,0,0
2019-6-22,15:3:54,33.60,28,49,0,0
2019-6-22,15:8:55,33.70,27,49,0,0
2019-6-22,15:13:56,33.90,26,49,0,0
2019-6-22,15:18:57,34.10,26,49,0,0
2019-6-22,15:23:58,34.20,26,49,0,0
2019-6-22,15:29:0,34.30,27,49,0,0
2019-6-22,15:34:1,34.40,24,48,0,0
2019-6-22,15:39:2,34.50,24,48,0,0
2019-6-22,15:44:3,34.70,25,48,0,0
2019-6-22,15:49:4,34.70,25,47,0,0
2019-6-22,15:54:5,34.90,24,47,0,0
2019-6-22,15:59:6,34.90,22,47,0,0
2019-6-22,16:4:7,35.10,23,46,0,0
2019-6-22,16:9:8,35.30,23,46,0,0
2019-6-22,16:14:10,35.30,23,47,0,0
2019-6-22,16:19:11,35.50,23,46,0,0
2019-6-22,16:24:12,35.70,22,46,0,0
2019-6-22,16:29:13,35.80,21,47,0,0
2019-6-22,16:34:14,36.00,22,47,0,0
2019-6-22,16:39:15,36.10,21,47,0,0
2019-6-22,16:44:16,36.20,21,47,0,0
2019-6-22,16:49:17,36.20,21,48,0,0
2019-6-22,16:54:18,36.30,21,47,0,0
2019-6-22,16:59:20,36.40,20,47,0,0
2019-6-22,17:4:21,36.50,20,48,0,0
2019-6-22,17:9:22,36.70,20,48,0,0
2019-6-22,17:14:23,36.80,20,48,0,0
2019-6-22,17:19:24,36.90,19,48,0,0
2019-6-22,17:24:25,36.90,19,49,0,0
2019-6-22,17:29:26,36.90,19,49,0,0
2019-6-22,17:34:27,37.00,19,49,0,0
2019-6-22,17:39:28,37.20,19,49,0,0
2019-6-22,17:44:30,37.00,18,49,0,0
2019-6-22,17:49:31,36.90,18,49,0,0
2019-6-22,17:54:32,36.90,18,50,0,0
2019-6-22,17:59:33,36.90,18,50,0,0
2019-6-22,18:4:34,36.70,18,50,0,0
2019-6-22,18:9:35,36.40,18,50,0,0
2019-6-22,18:14:36,36.40,19,50,0,0
2019-6-22,18:19:37,36.40,19,50,0,0
2019-6-22,18:24:38,36.40,19,50,0,0
2019-6-22,18:29:39,36.40,19,50,0,0
2019-6-22,18:34:41,36.40,19,50,0,0
